Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point
2018/12/01 11:00:00 PM,2018/12/01,23:00,2018,Saturday,2018/12/02 11:50:00 AM,74384003074,743840,180909110,183361433,II,Initial,,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,NEWHALL ST \ OAKDALE AVE,20667000,Bayview,Bayview Hunters Point,10,37.735660958471364,-122.39221366181737,"(37.735660958471364, -122.39221366181737)"
2018/12/02 12:13:00 PM,2018/12/02,12:13,2018,Sunday,2018/12/02 12:13:00 PM,74384130130,743841,180909182,183361510,II,Initial,,30130,Other Offenses,Other,Peddling Without A License,Cite or Arrest Adult,MCALLISTER ST \ LEAVENWORTH ST,24324000,Tenderloin,Tenderloin,6,37.780926854425914,-122.41367636179726,"(37.780926854425914, -122.41367636179726)"
2018/12/02 12:13:00 PM,2018/12/02,12:13,2018,Sunday,2018/12/02 12:13:00 PM,74384162050,743841,180909182,183361510,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,MCALLISTER ST \ LEAVENWORTH ST,24324000,Tenderloin,Tenderloin,6,37.780926854425914,-122.41367636179726,"(37.780926854425914, -122.41367636179726)"
2018/12/01 10:00:00 PM,2018/12/01,22:00,2018,Saturday,2018/12/02 12:36:00 PM,74384274000,743842,180909223,183361602,II,Initial,,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,SAN JOSE AVE \ SERGEANT JOHN V YOUNG ST,22101000,Out of SF,Outer Mission,11,37.72498829635846,-122.44306587712263,"(37.72498829635846, -122.44306587712263)"
2018/12/02 11:00:00 AM,2018/12/02,11:00,2018,Sunday,2018/12/02 11:15:00 AM,74384328160,743843,180909079,183361300,II,Initial,,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,FONT BLVD \ GONZALEZ DR,33481000,Taraval,Lakeshore,7,37.716787778245425,-122.47591842963345,"(37.716787778245425, -122.47591842963345)"
2018/12/02 12:00:00 PM,2018/12/02,12:00,2018,Sunday,2018/12/02 12:31:00 PM,74384464070,743844,180909176,183361584,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,STEVENSON ST \ 07TH ST \ ODD FELLOWS WAY,24319000,Tenderloin,South of Market,6,37.780005867994824,-122.41193341005338,"(37.780005867994824, -122.41193341005338)"
2018/12/02 12:29:00 PM,2018/12/02,12:29,2018,Sunday,2018/12/02 12:29:00 PM,74384663010,743846,180909308,183361578,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,08TH ST \ GROVE ST \ HYDE ST \ MARKET ST,24429000,Tenderloin,Tenderloin,6,37.77871942789032,-122.4147412230519,"(37.77871942789032, -122.4147412230519)"
2018/12/02 12:48:00 PM,2018/12/02,12:48,2018,Sunday,2018/12/02 12:48:00 PM,74384716100,743847,180909289,183361647,II,Initial,,16100,Drug Offense,Drug Violation,Heroin Offense,Cite or Arrest Adult,STEVENSON ST \ 05TH ST,24888000,Tenderloin,South of Market,6,37.783528916178064,-122.4074828136046,"(37.783528916178064, -122.4074828136046)"
2018/12/02 12:48:00 PM,2018/12/02,12:48,2018,Sunday,2018/12/02 12:48:00 PM,74384763010,743847,180909289,183361647,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,STEVENSON ST \ 05TH ST,24888000,Tenderloin,South of Market,6,37.783528916178064,-122.4074828136046,"(37.783528916178064, -122.4074828136046)"
2018/12/02 07:40:00 AM,2018/12/02,07:40,2018,Sunday,2018/12/02 07:45:00 AM,74384805073,743848,180908849,183360703,II,Initial,,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,VALLEJO ST \ FILLMORE ST,26663000,Northern,Pacific Heights,2,37.79522583242087,-122.43511329087535,"(37.79522583242087, -122.43511329087535)"
2018/12/02 07:40:00 AM,2018/12/02,07:40,2018,Sunday,2018/12/02 07:45:00 AM,74384806223,743848,180908849,183360703,II,Initial,,06223,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, $200-$950",Open or Active,VALLEJO ST \ FILLMORE ST,26663000,Northern,Pacific Heights,2,37.79522583242087,-122.43511329087535,"(37.79522583242087, -122.43511329087535)"
2018/12/02 02:28:00 PM,2018/12/02,14:28,2018,Sunday,2018/12/02 02:28:00 PM,74384907041,743849,180902346,183361574,IS,Initial Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Cite or Arrest Adult,TOLAND ST \ OAKDALE AVE,20803000,Bayview,Bayview Hunters Point,10,37.74096192703731,-122.4015557018139,"(37.74096192703731, -122.4015557018139)"
2018/12/02 02:28:00 PM,2018/12/02,14:28,2018,Sunday,2018/12/02 02:28:00 PM,74384911012,743849,180902346,183361574,IS,Initial Supplement,,11012,Stolen Property,Stolen Property,"Stolen Property, Possession with Knowledge, Receiving",Cite or Arrest Adult,TOLAND ST \ OAKDALE AVE,20803000,Bayview,Bayview Hunters Point,10,37.74096192703731,-122.4015557018139,"(37.74096192703731, -122.4015557018139)"
2018/12/02 02:28:00 PM,2018/12/02,14:28,2018,Sunday,2018/12/02 02:28:00 PM,74384926170,743849,180902346,183361574,IS,Initial Supplement,,26170,Other Miscellaneous,Other,Probation Violation,Cite or Arrest Adult,TOLAND ST \ OAKDALE AVE,20803000,Bayview,Bayview Hunters Point,10,37.74096192703731,-122.4015557018139,"(37.74096192703731, -122.4015557018139)"
2018/12/01 07:00:00 AM,2018/12/01,07:00,2018,Saturday,2018/12/02 01:20:00 PM,74385007021,743850,180909370,183361804,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,TOWNSEND ST \ 08TH ST,23871000,Southern,Mission Bay,10,37.77006286540143,-122.40387770175326,"(37.77006286540143, -122.40387770175326)"
2018/12/02 11:55:00 AM,2018/12/02,11:55,2018,Sunday,2018/12/02 11:55:00 AM,74385162060,743851,180909198,183361451,II,Initial,,62060,Warrant,Warrant,"Warrant Arrest, Enroute To Adult Authority",Cite or Arrest Adult,SUTTER ST \ POLK ST,25208000,Northern,Nob Hill,3,37.78775665157557,-122.42011607573366,"(37.78775665157557, -122.42011607573366)"
2018/12/02 11:55:00 AM,2018/12/02,11:55,2018,Sunday,2018/12/02 11:55:00 AM,74385165010,743851,180909198,183361451,II,Initial,,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,SUTTER ST \ POLK ST,25208000,Northern,Nob Hill,3,37.78775665157557,-122.42011607573366,"(37.78775665157557, -122.42011607573366)"
2018/12/02 12:10:00 PM,2018/12/02,12:10,2018,Sunday,2018/12/02 12:36:00 PM,74385215200,743852,180909251,183361571,II,Initial,,15200,Offences Against The Family And Children,Other,Domestic Violence (secondary only),Open or Active,MISSION ST \ ACTON ST \ SICKLES AVE,21552000,Ingleside,Outer Mission,11,37.70880633652071,-122.45266472219633,"(37.70880633652071, -122.45266472219633)"
2018/12/02 12:10:00 PM,2018/12/02,12:10,2018,Sunday,2018/12/02 12:36:00 PM,74385219057,743852,180909251,183361571,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,MISSION ST \ ACTON ST \ SICKLES AVE,21552000,Ingleside,Outer Mission,11,37.70880633652071,-122.45266472219633,"(37.70880633652071, -122.45266472219633)"
2018/12/02 12:31:00 PM,2018/12/02,12:31,2018,Sunday,2018/12/02 12:31:00 PM,74385507041,743855,180909239,183361585,VI,Vehicle Initial,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,GLADSTONE DR \ CAMBRIDGE ST,20999000,Ingleside,Portola,9,37.731463213900604,-122.42018514148505,"(37.731463213900604, -122.42018514148505)"
2018/12/02 01:00:00 PM,2018/12/02,13:00,2018,Sunday,2018/12/02 01:00:00 PM,74385665010,743856,180909314,183361666,II,Initial,,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,DOUGLASS ST \ CLIPPER ST,22316000,Mission,Noe Valley,8,37.74866449989663,-122.43824612687847,"(37.74866449989663, -122.43824612687847)"
2018/12/02 01:00:00 PM,2018/12/02,13:00,2018,Sunday,2018/12/02 01:00:00 PM,74385665015,743856,180909314,183361666,II,Initial,,65015,Other Miscellaneous,Other,"Driving, No License Issued",Cite or Arrest Adult,DOUGLASS ST \ CLIPPER ST,22316000,Mission,Noe Valley,8,37.74866449989663,-122.43824612687847,"(37.74866449989663, -122.43824612687847)"
2018/12/02 12:45:00 PM,2018/12/02,12:45,2018,Sunday,2018/12/02 01:55:00 PM,74385706244,743857,180909449,183361721,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,LEAVENWORTH ST \ GREENWICH ST,25518000,Central,Russian Hill,3,37.80126734710793,-122.4177986441874,"(37.80126734710793, -122.4177986441874)"
2018/12/02 12:51:00 PM,2018/12/02,12:51,2018,Sunday,2018/12/02 12:51:00 PM,74385965016,743859,180909320,183361664,II,Initial,,65016,Other Miscellaneous,Other,"Driving, License Suspended or Revoked",Cite or Arrest Adult,RINGOLD ST \ 09TH ST,24231000,Southern,South of Market,6,37.77333262413091,-122.4110713618287,"(37.77333262413091, -122.4110713618287)"
2018/12/02 01:30:00 PM,2018/12/02,13:30,2018,Sunday,2018/12/02 01:30:00 PM,74386071012,743860,180888257,183280674,VS,Vehicle Supplement,,71012,Other Offenses,Other Offenses,"License Plate, Recovered",Open or Active,GLADSTONE DR \ CAMBRIDGE ST,20999000,Ingleside,Portola,9,37.731463213900604,-122.42018514148505,"(37.731463213900604, -122.42018514148505)"
2018/12/02 11:41:00 AM,2018/12/02,11:41,2018,Sunday,2018/12/02 01:09:00 PM,74386305053,743863,180909342,183361549,II,Initial,,05053,Burglary,Burglary - Commercial,"Burglary, Store, Unlawful Entry",Cite or Arrest Adult,POWELL ST \ OFARRELL ST,24904000,Central,Tenderloin,3,37.78640961281089,-122.40803623744476,"(37.78640961281089, -122.40803623744476)"
2018/12/02 11:41:00 AM,2018/12/02,11:41,2018,Sunday,2018/12/02 01:09:00 PM,74386363010,743863,180909342,183361549,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,POWELL ST \ OFARRELL ST,24904000,Central,Tenderloin,3,37.78640961281089,-122.40803623744476,"(37.78640961281089, -122.40803623744476)"
2018/12/02 01:48:00 PM,2018/12/02,13:48,2018,Sunday,2018/12/02 01:48:00 PM,74386465020,743864,180909477,183361907,II,Initial,,65020,Other Miscellaneous,Other,"Driving, Reckless",Open or Active,LAWTON ST \ 10TH AVE,27110000,Taraval,Inner Sunset,7,37.75839763620526,-122.46699260477362,"(37.75839763620526, -122.46699260477362)"
2018/12/02 01:34:00 PM,2018/12/02,13:34,2018,Sunday,2018/12/02 01:34:00 PM,74386564085,743865,180909455,183361856,II,Initial,,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,PRECITA AVE \ MISSION ST,21340000,Ingleside,Bernal Heights,9,37.746775139448474,-122.41912130184564,"(37.746775139448474, -122.41912130184564)"
2018/12/02 10:00:00 AM,2018/12/02,10:00,2018,Sunday,2018/12/02 10:11:00 AM,74386604134,743866,180909035,183361103,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,08TH ST \ HOWARD ST,24299000,Southern,South of Market,6,37.77622135530407,-122.41160611386445,"(37.77622135530407, -122.41160611386445)"
2018/12/02 01:02:00 PM,2018/12/02,13:02,2018,Sunday,2018/12/02 01:07:00 PM,74386706244,743867,180909386,183361733,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,NORTH POINT ST \ LEAVENWORTH ST,25575000,Central,Russian Hill,2,37.80593151858661,-122.41871826672487,"(37.80593151858661, -122.41871826672487)"
2018/12/02 01:49:00 PM,2018/12/02,13:49,2018,Sunday,2018/12/02 01:49:00 PM,74386863010,743868,180876371,183361892,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,CHURCH ST \ 18TH ST,25712000,Mission,Castro/Upper Market,8,37.7612895722579,-122.4283540660218,"(37.7612895722579, -122.4283540660218)"
2018/12/02 12:27:00 PM,2018/12/02,12:27,2018,Sunday,2018/12/02 01:01:00 PM,74386964085,743869,180909267,183361572,II,Initial,,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,MERCHANT ST \ KEARNY ST,24773000,Central,Chinatown,3,37.794859532228344,-122.40487561154785,"(37.794859532228344, -122.40487561154785)"
2018/12/02 09:35:00 AM,2018/12/02,09:35,2018,Sunday,2018/12/02 09:49:00 AM,74387228150,743872,180908968,183361005,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,UNION ST \ WEBSTER ST,26666000,Northern,Marina,2,37.797298027642356,-122.43384673355347,"(37.797298027642356, -122.43384673355347)"
2018/12/02 02:35:00 PM,2018/12/02,14:35,2018,Sunday,2018/12/02 02:35:00 PM,74387464020,743874,180909552,183362064,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Cite or Arrest Adult,STEVENSON ST \ 06TH ST,24295000,Tenderloin,South of Market,6,37.78175432665782,-122.40969326320398,"(37.78175432665782, -122.40969326320398)"
2018/12/02 10:04:00 AM,2018/12/02,10:04,2018,Sunday,2018/12/02 10:04:00 AM,74387665010,743876,180908974,183361073,II,Initial,,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,POLK ST \ REDWOOD ST,24464000,Northern,Tenderloin,6,37.780773160648025,-122.41870890513495,"(37.780773160648025, -122.41870890513495)"
2018/12/02 10:04:00 AM,2018/12/02,10:04,2018,Sunday,2018/12/02 10:04:00 AM,74387665016,743876,180908974,183361073,II,Initial,,65016,Other Miscellaneous,Other,"Driving, License Suspended or Revoked",Cite or Arrest Adult,POLK ST \ REDWOOD ST,24464000,Northern,Tenderloin,6,37.780773160648025,-122.41870890513495,"(37.780773160648025, -122.41870890513495)"
2018/12/02 12:00:00 PM,2018/12/02,12:00,2018,Sunday,2018/12/02 02:49:00 PM,74387806244,743878,180909580,183362128,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,LOMBARD ST \ HYDE ST,25565000,Central,Russian Hill,2,37.801994861944884,-122.41961397441787,"(37.801994861944884, -122.41961397441787)"
2018/12/02 01:00:00 PM,2018/12/02,13:00,2018,Sunday,2018/12/02 01:47:00 PM,74387906244,743879,180909433,183361903,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,STEINER ST \ GERMANIA ST,25988000,Park,Hayes Valley,5,37.77050095978848,-122.43181093489922,"(37.77050095978848, -122.43181093489922)"
2018/12/02 01:51:00 PM,2018/12/02,13:51,2018,Sunday,2018/12/02 01:58:00 PM,74388004014,743880,180909499,183361918,II,Initial,,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Cite or Arrest Adult,TURK ST \ SCOTT ST,26074000,Northern,Western Addition,5,37.77986739485365,-122.43707186619966,"(37.77986739485365, -122.43707186619966)"
2018/12/02 01:51:00 PM,2018/12/02,13:51,2018,Sunday,2018/12/02 01:58:00 PM,74388064020,743880,180909499,183361918,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Cite or Arrest Adult,TURK ST \ SCOTT ST,26074000,Northern,Western Addition,5,37.77986739485365,-122.43707186619966,"(37.77986739485365, -122.43707186619966)"
2018/12/01 11:30:00 PM,2018/12/01,23:30,2018,Saturday,2018/12/02 08:43:00 AM,74388205073,743882,180909132,183360818,II,Initial,,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Cite or Arrest Adult,VAN NESS AVE \ OAK ST,30705000,Northern,Tenderloin,6,37.7754222198843,-122.41939688941916,"(37.7754222198843, -122.41939688941916)"
2018/12/01 11:30:00 PM,2018/12/01,23:30,2018,Saturday,2018/12/02 08:43:00 AM,74388227195,743882,180909132,183360818,II,Initial,,27195,Other Miscellaneous,Trespass,Trespassing,Cite or Arrest Adult,VAN NESS AVE \ OAK ST,30705000,Northern,Tenderloin,6,37.7754222198843,-122.41939688941916,"(37.7754222198843, -122.41939688941916)"
2018/12/01 05:30:00 PM,2018/12/01,17:30,2018,Saturday,2018/12/02 03:18:00 PM,74388406223,743884,180909637,183362265,II,Initial,,06223,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, $200-$950",Open or Active,TURK ST \ WEBSTER ST,25972000,Northern,Western Addition,5,37.78071557225048,-122.43042441598713,"(37.78071557225048, -122.43042441598713)"
2018/12/02 01:20:00 PM,2018/12/02,13:20,2018,Sunday,2018/12/02 01:24:00 PM,74388565010,743885,180909405,183361815,II,Initial,,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,02ND ST \ BRYANT ST,24490000,Southern,Financial District/South Beach,6,37.78307785325764,-122.39361807641598,"(37.78307785325764, -122.39361807641598)"
2018/12/02 01:20:00 PM,2018/12/02,13:20,2018,Sunday,2018/12/02 01:24:00 PM,74388565015,743885,180909405,183361815,II,Initial,,65015,Other Miscellaneous,Other,"Driving, No License Issued",Cite or Arrest Adult,02ND ST \ BRYANT ST,24490000,Southern,Financial District/South Beach,6,37.78307785325764,-122.39361807641598,"(37.78307785325764, -122.39361807641598)"
2018/12/02 03:00:00 PM,2018/12/02,15:00,2018,Sunday,2018/12/02 03:15:00 PM,74388664070,743886,180909659,183362191,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,SOUTH VAN NESS AVE \ 15TH ST,24341000,Mission,Mission,9,37.766805241337174,-122.41764545364202,"(37.766805241337174, -122.41764545364202)"
2018/12/02 12:00:00 AM,2018/12/02,00:00,2018,Sunday,2018/12/02 03:18:00 PM,74388706243,743887,180909643,183362264,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,GRANT AVE \ NORTH POINT ST,25476000,Central,North Beach,3,37.807163251424285,-122.40889733794425,"(37.807163251424285, -122.40889733794425)"
2018/12/02 02:51:00 PM,2018/12/02,14:51,2018,Sunday,2018/12/02 02:51:00 PM,74388812030,743888,180909665,183362134,II,Initial,,12030,Weapons Offense,Weapons Offense,"Weapon, Deadly, Imitation or Laser Scope, Exhibiting",Cite or Arrest Adult,LINDSAY CIR \ LA SALLE AVE,33635000,Bayview,Bayview Hunters Point,10,37.73493313717421,-122.38606720211364,"(37.73493313717421, -122.38606720211364)"
2018/12/02 02:51:00 PM,2018/12/02,14:51,2018,Sunday,2018/12/02 02:51:00 PM,74388819057,743888,180909665,183362134,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Cite or Arrest Adult,LINDSAY CIR \ LA SALLE AVE,33635000,Bayview,Bayview Hunters Point,10,37.73493313717421,-122.38606720211364,"(37.73493313717421, -122.38606720211364)"
2018/12/02 12:50:00 PM,2018/12/02,12:50,2018,Sunday,2018/12/02 02:22:00 PM,74388906243,743889,180909596,183362019,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,GRANT AVE \ NORTH POINT ST,25476000,Central,North Beach,3,37.807163251424285,-122.40889733794425,"(37.807163251424285, -122.40889733794425)"
2018/12/01 09:00:00 PM,2018/12/01,21:00,2018,Saturday,2018/12/02 03:27:00 PM,74389007023,743890,180909728,183362137,VI,Vehicle Initial,,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,25TH ST \ RHODE ISLAND ST,23694000,Bayview,Potrero Hill,10,37.75201789429705,-122.40136437213164,"(37.75201789429705, -122.40136437213164)"
2018/12/02 04:56:00 AM,2018/12/02,04:56,2018,Sunday,2018/12/02 04:08:00 PM,74389106233,743891,180909825,183362465,II,Initial,,06233,Larceny Theft,Larceny - Auto Parts,"Theft, Vehicle Strip, $200-$950",Open or Active,MARIPOSA ST \ BRYANT ST,24024000,Mission,Mission,9,37.76302933197032,-122.41024411579505,"(37.76302933197032, -122.41024411579505)"
2018/12/01 11:45:00 PM,2018/12/01,23:45,2018,Saturday,2018/12/02 12:58:00 PM,74389228160,743892,180909461,183361692,II,Initial,,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,SOUTH VAN NESS AVE \ PLUM ST,33613000,Southern,Mission,6,37.770876469287494,-122.4180289209908,"(37.770876469287494, -122.4180289209908)"
2018/12/02 01:25:00 PM,2018/12/02,13:25,2018,Sunday,2018/12/02 01:44:00 PM,74389406362,743894,180909502,183361894,II,Initial,,06362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Cite or Arrest Adult,POWELL ST \ OFARRELL ST,24904000,Central,Tenderloin,3,37.78640961281089,-122.40803623744476,"(37.78640961281089, -122.40803623744476)"
2018/12/02 06:30:00 AM,2018/12/02,06:30,2018,Sunday,2018/12/02 12:16:00 PM,74389561030,743895,180909201,183361523,II,Initial,,61030,Other,Other,"Death Report, Cause Unknown",Open or Active,SAN BRUNO AVE \ BURROWS ST,20650000,Bayview,Portola,9,37.7288349976921,-122.40409970415111,"(37.7288349976921, -122.40409970415111)"
2018/12/02 01:30:00 PM,2018/12/02,13:30,2018,Sunday,2018/12/02 03:06:00 PM,74389606244,743896,180909621,183362207,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,GIRARD ST \ BURROWS ST,20652000,Bayview,Portola,9,37.728574319743224,-122.40509101928248,"(37.728574319743224, -122.40509101928248)"
2018/12/02 08:37:00 AM,2018/12/02,08:37,2018,Sunday,2018/12/02 04:06:00 PM,74389728150,743897,180909819,183362452,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,29TH AVE \ IRVING ST,27438000,Taraval,Sunset/Parkside,4,37.763089768551964,-122.4878387147998,"(37.763089768551964, -122.4878387147998)"
2018/12/01 04:00:00 PM,2018/12/01,16:00,2018,Saturday,2018/12/02 04:03:00 PM,74389806242,743898,180909869,183362569,II,Initial,,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,BONNIE BRAE LN \ LAKESHORE DR,23316000,Taraval,Sunset/Parkside,7,37.72976975410381,-122.49715997096197,"(37.72976975410381, -122.49715997096197)"
2018/12/02 01:40:00 PM,2018/12/02,13:40,2018,Sunday,2018/12/02 01:45:00 PM,74389904012,743899,180909530,183361892,II,Initial,,04012,Assault,Aggravated Assault,"Assault, Aggravated, W/ Knife",Cite or Arrest Adult,17TH ST \ NOE ST,25803000,Mission,Castro/Upper Market,8,37.762618198934774,-122.43294913831029,"(37.762618198934774, -122.43294913831029)"
2018/12/02 01:40:00 PM,2018/12/02,13:40,2018,Sunday,2018/12/02 01:45:00 PM,74389926150,743899,180909530,183361892,II,Initial,,26150,Other Miscellaneous,Other,"Parole Violation, Adult",Cite or Arrest Adult,17TH ST \ NOE ST,25803000,Mission,Castro/Upper Market,8,37.762618198934774,-122.43294913831029,"(37.762618198934774, -122.43294913831029)"
2018/12/02 01:40:00 PM,2018/12/02,13:40,2018,Sunday,2018/12/02 01:45:00 PM,74389927170,743899,180909530,183361892,II,Initial,,27170,Other Miscellaneous,Other,"Resisting, Delaying, or Obstructing  Peace Officer Duties",Cite or Arrest Adult,17TH ST \ NOE ST,25803000,Mission,Castro/Upper Market,8,37.762618198934774,-122.43294913831029,"(37.762618198934774, -122.43294913831029)"
2018/12/02 03:30:00 PM,2018/12/02,15:30,2018,Sunday,2018/12/02 04:36:00 PM,74390007021,743900,180909900,183362587,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,GEARY BLVD \ FILLMORE ST,26590000,Northern,Western Addition,5,37.78435505539235,-122.4329142491479,"(37.78435505539235, -122.4329142491479)"
2018/12/02 01:00:00 AM,2018/12/02,01:00,2018,Sunday,2018/12/02 04:30:00 PM,74390106241,743901,180909853,183362566,II,Initial,,06241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Open or Active,26TH ST \ HARRISON ST,21174000,Mission,Mission,9,37.749436230296126,-122.41159284546364,"(37.749436230296126, -122.41159284546364)"
2018/12/02 01:00:00 AM,2018/12/02,01:00,2018,Sunday,2018/12/02 04:30:00 PM,74390128160,743901,180909853,183362566,II,Initial,,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,26TH ST \ HARRISON ST,21174000,Mission,Mission,9,37.749436230296126,-122.41159284546364,"(37.749436230296126, -122.41159284546364)"
2018/12/02 03:15:00 PM,2018/12/02,15:15,2018,Sunday,2018/12/02 04:44:00 PM,74390306304,743903,180909916,183362617,II,Initial,,06304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,POWELL ST \ OFARRELL ST,24904000,Central,Tenderloin,3,37.78640961281089,-122.40803623744476,"(37.78640961281089, -122.40803623744476)"
2018/12/02 01:00:00 AM,2018/12/02,01:00,2018,Sunday,2018/12/02 04:24:00 PM,74390407021,743904,180909847,183362545,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,VALLEY ST \ SAN JOSE AVE,21348000,Ingleside,Bernal Heights,8,37.74475879541879,-122.42243884694496,"(37.74475879541879, -122.42243884694496)"
2018/12/01 04:00:00 PM,2018/12/01,16:00,2018,Saturday,2018/12/02 11:48:00 AM,74390505083,743905,180909615,183361421,II,Initial,,05083,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Unlawful Entry",Open or Active,BANKS ST \ CHAPMAN ST,21149000,Ingleside,Bernal Heights,9,37.74177396461165,-122.41256216808476,"(37.74177396461165, -122.41256216808476)"
2018/12/01 04:00:00 PM,2018/12/01,16:00,2018,Saturday,2018/12/02 11:48:00 AM,74390506221,743905,180909615,183361421,II,Initial,,06221,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, <$50",Open or Active,BANKS ST \ CHAPMAN ST,21149000,Ingleside,Bernal Heights,9,37.74177396461165,-122.41256216808476,"(37.74177396461165, -122.41256216808476)"
2018/12/01 05:00:00 PM,2018/12/01,17:00,2018,Saturday,2018/12/02 12:04:00 PM,74390705013,743907,180909427,183361474,II,Initial,,05013,Burglary,Burglary - Residential,"Burglary, Apartment House, Unlawful Entry",Open or Active,KING ST \ BERRY ST,34188000,Southern,Mission Bay,6,37.7717172446168,-122.39850261575857,"(37.7717172446168, -122.39850261575857)"
2018/12/02 03:16:00 PM,2018/12/02,15:16,2018,Sunday,2018/12/02 03:16:00 PM,74390807041,743908,180862411,183362247,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,GIANTS DR \ EGBERT AVE,35062000,Bayview,Bayview Hunters Point,10,37.71912234572731,-122.38603410797646,"(37.71912234572731, -122.38603410797646)"
